text,sentiment
Roaming galaxies#interstellar #quarantine #corona #quarantineandchill #quarantinelife #wine #redwine #shiraz #galaxies #oneplustv #lifeinquarantine #me #harsh5i #photography #mobilephotography #gurgaon #india,Positive sentiment
Corona is not only problem we have now We have many problems along with this Poverty unemployment food scarcity health facilities Oppurtunties etc Government should relax taxes EMIs because in this ,Negative sentiment
Wow Modi ji as many people will not die due to corona virus they will die by eating police stickBhai Mujhe Mat Khoj Nhi to Tu Kho Jyega ,Neutral sentiment
#Its not a COVID19 This virus is purposely made by China to establish their economy in European CountryThe biggest people in the world has been corona affectedthe Hollywood star Australias home minister ,Positive sentiment
New book Lockdown chronicles #day one #Corona virus#lockdown#madurai#tamilnaduNarayanapuram Madurai North ,Negative sentiment
Memeing myself out in the #Lockdown Such relate much escalate Swipe Andar raho guys #Quarantime #CoronTime#Quarantine #Corona#Pablo100Bar #PabloEscobar #Narcos #MayMay #Meme #WFH #WorkFromHome ,Positive sentiment
Lockdown chronicle art day#day two #lockdown #corona #tamilnadu #maduraiNarayanapuram Madurai North ,Positive sentiment
Corona virus charged up killer machine concept pen sketchfirebeezstudios drcvijayabaskar #firebeez #firebeezstudios #blackonewhitegk #pensketch #coronavirus #concept #coronachargedup ,Positive sentiment
Family ke sath time spend Karo na Khud ke health ka dhyaan rakho na Khud se pyaaar karo naa Go Corona In simple words fulfill all your dreams you planned sitting on your office desk to cook amp binge eat,Positive sentiment
C o r o n a Teach some best lesson for humans EditConcept#corona #virus #india #china #coronamemes #coronavirusitalianews #world #instagram #memes #dankmemes ,Negative sentiment
BEST VIDEO ABOUT CORONA IN INTERNET NOWMUST WATCH ITCRNA Story Of Intense Love amp AffectionCLICK ON THE LINK BELOW Keonjhargarh Orissa India ,Positive sentiment
#quarantine special#corona guidelinesTujhe Yaad Kar Liya Hai #aayat Ki TarahExplore yourself and lifes possibilities at #homeKab Tak Giney Hum Dhadkane Dil Jaise Dhadke Dhadakne Do #dildhadaknedo ,Positive sentiment
BILL amp MELINDA GATES OUR BELOVED PALM SPRINGS RESIDENTS THE VINTAGE CLUB INDIAN WELLS A HUGE SHOUTOUT FOR ALL YOU ARE DOING 247 WITH THE CORONA VIRUS THROUGH THE GATES FOUNDATION XO thisisbillgates ,Negative sentiment
Habits only takes time which you give#motivation #lifeisagift #habits #21stcenturyliability #dailyhabits #dailymotivation #videos #viralvideos #trendingvideos #corona #workfromhome #india #america #canada ,Positive sentiment
#nostalgicmissing those days #stayhome #quarantine#quarantinelife#pray for the heroes Pray for the poor Pray for the victimsdeath and their family members to strong and healthy #corona go ,Positive sentiment
Greeting Day 3 of Lockdown with a 25K walkCorona 21D Lockdown Terrace Trails D3S1 HDOR2020#21DayLockdown #IndiaLockdown #Coronavirus #HDOR2020Pondicherry ,Positive sentiment
Today studio on indian women hair style#contemporary art#stay home#stay safe#crack corona virus#unity is strenth#humanity#indian express#times#Telangana today#kcr#ktr#govt if Telangana#art ,Positive sentiment
Nobelest of the souls we met on our planet an angel to so many has left us in difficult times of corona GOD will give her a special place in Heaven rest in peace DADISmart City Agra ,Positive sentiment
Yes we all know #socialdistancing #covid19 #corona #happynavratri #BestdentistinKalkajiCRPark #BestDentalclinicinSouthDelhi #BestDentalclinicinDelhi #Dentalclinicnearme #DentistnearmeTop Notch Dental Clinic ,Neutral sentiment
Kuch logon ke gas connection hi kaat dene chahiyeattention seeking hobbyists kahin ke#lockdown #newskills #cooking #food #covid19 #corona #newhobby #timepass #disoriented #indian #delicacy #learn ,Neutral sentiment
Story of Excuse and Reality#motivation #inspiringvideos #inspiration #corona #coronavirus #coronavirusitalianews #workfromhome #workfromanywhere #positivity #excuses #power #dreams #money #justdoit #newindia ,Positive sentiment
StayHome and Stay safe guys keep blessing #CoronaNoPrecautionYes #StayAtHome #QuarantineAndChill #HighRiskCOVID19 #CoronaVirus #Hardev #opticals #gurgaon #2020#corona #covid19 ,Positive sentiment
#covid19 #covd19 #covid #corona #lockdown #india #indian #indiaclicks #who #whostagram #unescoGaur City Greater Noida West ,Positive sentiment
India Lockdown Unlock Creativity#coronamemes #coronameme #covid19 #covd19 #corona #insdkolkataINSD KolkataInternational School of Design ,Neutral sentiment
Today take time to think about all the countries and people who are affected by Corona Virus or Covid 19 Some of those people are our family friends partners neighbors relatives colleagues and children Lets ,Positive sentiment
#cinemagraph #covid19 #coronavirus #corona #lockdown #therathoresaabRead my thoughts on#yourquote #quote #stories #qotd #quoteoftheday #wordporn #quotestagram #wordswag #wordsofwisdom ,Neutral sentiment
#cinemagraph #coronavirus #corona #covid19 #therathoresaab #bhilwara Read my thoughts on#yourquote #quote #stories #qotd #quoteoftheday #wordporn #quotestagram #wordswag #wordsofwisdom ,Positive sentiment
Im covid I m warning youPc#covid19 7#corona #indiafightscorona #coronavirus #coronavirusoutbreak #italy #jantacurfew #kabfilmaindia #ctbs #coronaartMumbaiCity of Dreams ,Positive sentiment
Guys pls respect the hard work and risk which our police is takingfor uswhat we have todo is listen to them and stay home as much as possible #gocorona #coronago #corona #maadhavdeochake #instaindia #indiawins ,Negative sentiment
Ignorance gives sometimes what we dream of#motivationalquotes #southafrica #asian #qotd #quotestoliveby #quotesdaily #quotesaboutlife #quotestagram #quarantine #corona #coronavirus #bikelife ,Positive sentiment
Had heard a lot about this place but never went to this so went Nighoj withmy bunch of crazy riders who are like my extended family always game for rides Which currently is a major thanks to the Corona Virus ,Positive sentiment
Are you looking for interior and architect designer for your space Contact us 99101364669910537583Due to corona virus stay at home stay safeJanakpuri ,Neutral sentiment
The lone ranger #21 #21daylockdown #corona #road #emptyroad #abandoned #shop #closed #experimentalphotography #sonyalpha #sony #telephoto #photoblogger #jassisays #spring #friday #viewfrommybalcony #instapic ,Positive sentiment
Our very own speaking about the latest developments in our public sanitisation initiatives to combat Corona using garudaagni drones Spread the word Agnians D Share this proud moment#agni ,Positive sentiment
The lone ranger #21 #21daylockdown #corona #road #emptyroad #cyclist #experimentalphotography #sonyalpha #sony #telephoto #photoblogger #jassisays #spring #friday #blossomGurgaon The Cyber City ,Positive sentiment
#covd19 #corona #ayurveda #ayurvedhindi #drshobhalaladichya #udaipur #lackcity #udaipurwale #indiaUdaipurThe City of Lakes ,Positive sentiment
A PSA and a sincere request from the team of garudaagni to us all Stay home stay safe pullaingala D #agni #agnicollegeoftechnology #agnians #dronestagram #drones #act #technology #uav #corona #pandemic ,Neutral sentiment
#homenaturephotography #challenge acceptedlaksh2101 #macro #homegarden #macroglobe #macrolovers #macromood #homequarantine #corona #coronavirusoutbreak #stuckathome #selfquarantine #quarantine #quarantinelife ,Neutral sentiment
#corona #newsMangrol ,Positive sentiment
Guys watch the promo of The Corona Virus Big mistake 2020 to spread the awareness Thank you for being such a support on the onset of lockdown Amidst all the uncertainty and fear of ,Positive sentiment
#drshobhalaladichya #corona #covd19 #senetizer #ayurveda #ayurvedhindi #homeremedies #india #kkdamor #technologykiduniyawithkkUdaipurThe City of Lakes ,Neutral sentiment
#corona who to fight against corona just do simple step do not cross the #threshold#pehli baar post hai galtiya mat bolalo#baatkosamjho ,Positive sentiment
looking for a female modelfor a shoot on CORONA with Homeopathy Dramp Applicable to onlywho is in Bannergatta road or max JP NagarBuzz me backif you or someone is interested#AnotherEyeByMe9 8 8 6 1 7 3 8 7 ,Negative sentiment
Due to Corona Viruseverything is stopped at there placesRashtrahit also supporting and promoting self quarantineIn this queue rashtrahits team member jyoti1248mehra created her creativityShe is using ,Positive sentiment
Effects of Corona on daily lifeDelhi India ,Negative sentiment
Kappari work on COVID19#win on CORONA virus#social distance#stay home#stay fit#healthy food#clean environment#kindness on animals#use mask#be responsible#social work#be kind#Kapparikishancom#salute doctors#salute ,Positive sentiment
#mypartofmynation day3 completed #stayhomestaysafe #covid19 #coronaChennai India ,Negative sentiment
Outside Time During Quarantine #coronahikingchronicles #corona #quarantwinnies #pandemic #outside #outandabout #hike #hikeindiana #hiking #familyhike #family #joshuarlawfoto #HighAbove #love #phishStrawtown ,Neutral sentiment
Thank u #doctos #nurses #sanitaryworkers #police #government #public#corona #selfquarantine#preventions #symptoms #design #logo #creatives #support #stayhome #staysafe #narendramodi #share Ping for the Post,Negative sentiment
#himukaadda #corona #viral #comedy #funnymemes #funnyvideos #tiktok #instagram #attitudeBulandshahr UP13 ,Neutral sentiment
Chai lovers never say NO#chailover #teaaddict #corona #stayhome #quarantine #handwash #trending #instadaily #instagram #tiktok #tiktokindia sameerkhan9374 amirhussain6392Laxmi Nagar ,Neutral sentiment
Due to corona outbreak we are opting for Free Home delivery for our customers Jaipur Rajasthan ,Positive sentiment
Corona Awarenes from 3 years old childFull video #coronaawareness #coronatamilmemes #coronavirusoutbreak #tamilnadu #tamilnaducm #tamilnaduhealthminister #vijayabaskar ,Neutral sentiment
Corona Virus Awareness Updates About the MastSaidapet Tamil Nadu India ,Positive sentiment
The underprivilegedDawn#underprivileged #corona #quarantine #selfisolation #workfromhome #essentialservices #healthcareprofessional #sanitationworkers #instagood #instalike #instablog #writersofig ,Negative sentiment
U dont deserve that #himukaadda #corona #viral #comedy #funnymemes #funnyvideos #tiktok #instagramBulandshahr UP13 ,Positive sentiment
#himukaadda #corona #viral #comedy #funnymemes #funnyvideos #tiktok #instagramBulandshahr UP13 ,Positive sentiment
#udaipurwale #udaipur #lackcity #jainthela #kkdamor #technologykiduniyawithkk #corona #gharperaho #gharperbaitho #socialdistancing #india #onlinegrocery #likeforlikes #onlinebusinessUdaipurThe City of Lakes ,Positive sentiment
MrBEAN got CORONA #Asteonomia #AstronomiaMeme #AstronomiaMemes #Meme #Memes #MrBean #MrBeanMemes #StayHome #StaySafe #Corona #CoronaGo #CoronaVirus #CoronaMemes #CoronaMeme #gKTony #gktony #GauravKataria ,Neutral sentiment
Perfecting my recipes one after another Not a #corona effect though I chose solitude #recipe #cookingistherapy #foodie #foodiesofinstagram #foodphotography #pandemicpreparedness ,Neutral sentiment
CORONAVITISFirst it came for your handsnow it is coming for your teeth Insert JAWS score here #WashYourHandsFor20Seconds#BrushYourTeethFor2minutes #ThisIsNotOptional#YouGonLearnToday #Hygiene ,Neutral sentiment
Love in the time of Corona#TubbyLovesYaBabeWoodruff Place Indianapolis ,Negative sentiment
Follow the tips given byamp Stay SafeStay Healthy#fightagainstcoronavirus #boost your #immunity up#india gonna #win over #coronaDera Sacha Sauda ,Positive sentiment
And this shall pass too#stayhome #stayhealthy #stayfit #stayfocused #covid19 #covd19 #corona #courage #familytime #bondingtime #instagrammumbai #instagram #mumbaimerijaan #mumbai #maharashtra ,Positive sentiment
 please take action otherwise we will die in new disease not corona ,Negative sentiment
Sir your sach bharat abhigyan is going in vein we are going to die in new disease not corona ,Positive sentiment
Anulom vilom On line Yoga Pranayam Work out power yoga meditation chakra healing extcall me9619822425 My YouTube channel Yoga with Ajit subscribe like and share GO CORONATHANKS toALL people how are ,Neutral sentiment
We save you Please stay home Corona awareness pen sketch whodrcvijayabaskar #firebeezstudios#firebeez #blackonewhitegk #pleasestayhome #pensketch#coronaawarenesspensketch #corona #coranasaviors #stayhome ,Negative sentiment
#stay #home #stay #safe #coronavirus #lockdown #corona #virus #covid19 #w2shub #karnal #haryana #india #picoftheday #photooftheday #instapic #followtrain #followers #worldW2SHub ,Positive sentiment
Its focused deep on earthPlease stay home Corona awareness pen sketch whodrcvijayabaskar #firebeezstudios#firebeez #blackonewhitegk #pleasestayhome #pensketch#coronaawarenesspensketch #corona #coranasaviors ,Negative sentiment
Good Morning Happy WeekendEnjoy at Home#fitnessmotivation #fitness #fit #workout #workfromhome #qaurantine #selfisolation #corona #fightagainstcoronavirus #immunesystem #eathealthy #behealthy #behappy,Neutral sentiment
On line Yoga Pranayam Work out power yoga meditation chakra healing extcall me9619822425 My YouTube channel Yoga with Ajit subscribe like and share GO CORONATHANKS toALL people how are still working in ,Negative sentiment
That was the kind of switch granny used to dream aboutAss whoooing season is on and crackin outside#corona #coronanews #coronavirus #police #indianpolice #dehli Paco2kDelhi India ,Neutral sentiment
Its very funny Kuch kuch CORONA hainSimada ,Neutral sentiment
You cannot always controlWhat goes on outsideBut you can always controlWhat goes on inside#stayhome #corona #day4 #yoga #betterlivingthroughyogawithpattillc #thinkpositive #selfmotivation #goals,Positive sentiment
Help For Poor People#greaternoida #gareeb #gareeblog #corona #coronavirusGreater NoidaSmart City ,Negative sentiment
No smoking#covied19 #corona#coronWestern Railway LowerParel Workshop ,Positive sentiment
Saturday Breakfast Corona CutletDotted with a splash of ketchupAccompanied by Banana Milkshake#corona #covid19 #quarantine #chefsofinstagram #chefkp #breakfast #morning #saturday #skills #cooking ,Positive sentiment
On Duty COVID19#corona #covd19Mahasamund ,Positive sentiment
Never hide what you feelPCLocation Uttan Beach#bikini #throwback #stayhome #staysafe #indiafightscorona #corona #covid19 #mumbai #instadaily #nstagood #picoftheday #goodvibes #memories ,Positive sentiment
#takeyourbusinessonline #startdigitalmarketing #digitalmarketing #seo #contentmarketing #webdevelopment #likeforfollow #likeit #followme #follow4like #followyourdreams #stayhome #staysafe #coronaGurgram ,Positive sentiment
Is this starting to get #better#corona #covid19 #coronaupdateIndia ,Neutral sentiment
Would you continue to do all the good things youve been doing during the lockdown after it gets over#lockdown #indiacurfew #indialockdown #indialockdown21days #indialockdown2020 #corona #indiafightscorona ,Positive sentiment
Its time to relaxJust chill n forget the #coronaPatna India ,Neutral sentiment
Ek boondh Zindagi ki Always keep a sanitizer in handy Ramesh babu And all of you too#StayAtHomeChallenge #SafeHands #CoronavirusIndia #MyPandemicSurvivalPlan #TogetherAtHome #QuarantineAndChill #Corona ,Neutral sentiment
Now its Doodardhan timeLock down #MonerPutul #LockedDown #COVID19 #CORONA #JantaCurfew #CoronaVirus #Virus #Isolation #StayHome #Quarantine #Handwash #Mask #BeSafeKeepSafe #SupportJanataCurfew,Positive sentiment
Lets #stayhome and safeguard our #IndianPolice blrcitypoliceour #Doctors and the #Press amp #Media who are working 24 hours to safeguard our lives and keep us updated about the deadly corona virus Please please ,Positive sentiment
90 traffic down in Mumbai but still it seems to be full of traffic like other cities #mumbai #corona #lockdown #stayhome #staysafeTopiwala National Medical College Mumbai Bombay ,Neutral sentiment
The Canopy #tree #sky #neem #delhi #lockdown #corona #chill #relax #happinessJ Block Saket ,Negative sentiment
Stay HomeBe Safe#itscoronatime #chinesevirus #pune #stayhome #besafe #india #homesweethome #theperfectknock #corona #virus #italy #china #coronamemes #coronavirusitalianews #quarantine #workfromhome #eventplanner ,Positive sentiment
Indian Government Launched Corona Kavach App For Your SafetyCorona Kavach AppIndiaCovid 19Video linksubscribe#coronavirus #coronakavach ,Positive sentiment
Clinic Working time changed to 1000AM0500PM till 15th April #apolloclinicnagpur #staysafe #stayhome #nagpur #stayquarantined #corona #healthcare #doctorsApollo Clinic Nagpur ,Neutral sentiment
Stay Away Be Safe #corona #besafe #helicopterKedarnath ,Positive sentiment
Watercolor painting on paper at home during lockdown due to corona virus Stay home#lockdown #watercolor #corona #painting #watercolorpainting #prashantsarkar #prashantsarkarwatercolorSaharanpur ,Positive sentiment
For all the people who work at BSZ marg this is how it looks these days #workfromoffice#WorkFromHome #corona #lockdown #coronafightersThe Times of India ,Positive sentiment
Be quarantine and be safe at your home the only way to fight against CoronaHaving my quarantine time while some editing and revisiting my previous collectionsBharatpur Bird Sanctuary ,Negative sentiment
Stay HomeBe Safe#itscoronatime #chinesevirus #pune #stayhome #besafe #india #homesweethome #theperfectknock #corona #virus #italy #china #coronamemes #coronavirusitalianews #quarantine #workfromhome #eventplanner ,Positive sentiment
Corona times or rather connecting timesBengaluru ,Positive sentiment
Earth without Art is just Eh #brianv #brianvmusic #live #acoustic #music #bookstagram #quarantine #corona #stayhomeIndia ,Negative sentiment
Stay Safe Love India #stayathome #stayhome #home #stayathomechallenge #tg #safehands #corona #loveindia #viewfromwindow #travelgyani #togatherathome #covid19 #indiafightscorona #coronaindiaNew Delhi ,Positive sentiment
Stay HomeBe Safe#itscoronatime #chinesevirus #pune #stayhome #besafe #india #homesweethome #theperfectknock #corona #virus #italy #china #coronamemes #coronavirusitalianews #quarantine #workfromhome #eventplanner ,Neutral sentiment
Stay HomeBe Safe#itscoronatime #chinesevirus #pune #stayhome #besafe #india #homesweethome #theperfectknock #corona #virus #italy #china #coronamemes #coronavirusitalianews #quarantine #workfromhome #eventplanner ,Positive sentiment
Florence Nightigales Legacy#work #working #job #pandemic #myjob #frontline #company #corona #grind #mygrind #dayjob #ilovemyjob #dailygrind #photooftheday #covid19 #nurse #life #workinglate #computer ,Positive sentiment
Requesting all Indian Citizens to pay some money in Pm Cares fund for those who are in needs Help them to fight CORONAUPI pmcares#stayhome #fightcoronavirusThis status is not to show off but its a ,Positive sentiment
Let us take a moment off to thank all the medical professionals and support staff who are risking their lives out there to combat Corona Technology is making things less risky for those working on the field and ,Negative sentiment
Solution #coronaIIS deemed to be University Jaipur ,Positive sentiment
It is the most important of ones Success#success #quotestoliveby #quoted #qotd #qotd #lifequotes #inspiration #desire #burningdesire #ingredients #truewords #words #level #corona #lockdown #share ,Neutral sentiment
Stay HomeBe Safe#itscoronatime #chinesevirus #pune #stayhome #besafe #india #homesweethome #theperfectknock #corona #virus #italy #china #coronamemes #coronavirusitalianews #quarantine #workfromhome #eventplanner ,Neutral sentiment
Stay HomeBe Safe#itscoronatime #chinesevirus #pune #stayhome #besafe #india #homesweethome #theperfectknock #corona #virus #italy #china #coronamemes #coronavirusitalianews #quarantine #workfromhome #eventplanner ,Negative sentiment
Stay HomeBe Safe#itscoronatime #chinesevirus #pune #stayhome #besafe #india #homesweethome #theperfectknock #corona #virus #italy #china #coronamemes #coronavirusitalianews #quarantine #workfromhome #eventplanner ,Positive sentiment
I surprisingly feel more calm now than I have in a very long time After a week of freaking out when the Corona virus pandemic hit I made a conscious choice to manage my state of mind and release the fear as it ,Negative sentiment
Better way to escape from corona6AM On Bed12PMOn Bed6PM On Bed12AMOn BedQuarantine Pavangal #sleepsleepsleep #selfisolation #selfcare #quarantinedays #socialdistancing ,Positive sentiment
#india #corona#yemen India Campus Crusade for Christ ,Positive sentiment
 Sandesh News Coverage #coronawarrior #coronawarriors #covid19 #stayhome #staysafe #youtubers #youtubechannel #anshimehta #peace #unity #nation #love #respect #coronaoutbreak #corona #sandeshnews #gujarat ,Neutral sentiment
Its a creativity with food Give a good massage for corona virus lock downin India #picoftheday #photooftheweek #food #dish #royal #photography #photooftheday #coronaworior #corona #coronaeffect #lockdown ,Neutral sentiment
Single tap on Screen #qurantine #savetheplanet #gocorona #indiafightscorona #lockdown #corona #pandemic #prayerSweet Home ,Neutral sentiment
Instagram LIVE WithOn 29th March 9 PMIn 18 Days18 People18 Stories withour 2nd Guest is The Viral Corona Song Sensation Tejas Gambhir is a Singer Songwriter Performer ,Positive sentiment
The world will certainly see surge in eating habits people will majorly shift their alliance towards Vegetarian amp Bloodless Eatingall due to #coronaÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ½ Picture ,Positive sentiment
Quarantined life day 7When someone ask me to come out from home #quarantine #stayhome #corona #quarantinelifeJaipur Rajasthan ,Positive sentiment
Dear bollywood khans including #SaifAlikhanDid You have a Any Responsibility for own country#Corona#FightingCoronavirus #COVID2019 #PMcares #RatanTata #Bcci#donate #IndiaDeservesBetter #100CrorePledge,Negative sentiment
Heres my support to our government in the fight against #covid19 #corona #virus This is what I can do now #lockdown #IndiaAgainstCoronaUttam Nagar ,Negative sentiment
Attempted a 5K in my terrace Traced the contours of my terrace for 45K amp the last 05K did 8Walk A good workout HDOR team has announced a Corona Awareness Virtual Run for March 29th It was cancelled ,Positive sentiment
Happy to be withfor covid awareness stay home and be safe break the chain#bepositivewithblacksheep #covid19 #rumoursbreaking #corona #awareness #stayhome #besafeCoimbatore Tamil Nadu ,Negative sentiment
Precisely Dont go outside#corona #coronavirus #socialdistancing #stayhome #stayhomestaysafeKota Rajasthan ,Positive sentiment
Never seen Dehradun so deeply enveloped in a scary emptiness the soulless environ instilled fear of the unknown Corona is changing our lives Shall emerge victoriousbut life will never be the same again ,Positive sentiment
#corona ke karamveero ko salaam sis bro bro in law all the goodluck to them keep medicating the patients in their respective hospitals and isolation centresMMG District Hospital ,Positive sentiment
Easy way to avoid Corona virus infection1Wash your handsRegularly 2Use maskwhile going to public places3 Keep social distance4 Use sanitizer frequently#covid19 #corona #gocorona #jaigopro #GoProIndia ,Positive sentiment
##contri#to#fight#against#coronaBoisar ,Neutral sentiment
Leaves moneyplant #moneyplant #moneyplant #quarantinelife #lockdown #corona #pandemic #panda #coronapandemicSelect CityWalk ,Negative sentiment
Sunday Breakfast Scrambled eggs in Indian stylesplash oftomato ketchupAccompanied by Amul Chocolate Banana Milkshake#corona #covid19 #quarantine #chefsofinstagram #chefkp #breakfast #morning ,Positive sentiment
Paper Quillingorpaperfiligree Art done by my little Princess tackling the boredom because of Corona epidemicStay Home Be SafeParel Village Mumbai ,Neutral sentiment
Italian citys warning to the rest of the world J Dreams Video Available on J Dreams Youtube Channel#italian #italiancity #italia #corona ,Positive sentiment
Second QuarantineSunday of Corona Pandemic Allahgod may forgive our sins As physicist #MarieCurie saidNothing in life is to be feared it is only to be understood Now is the ,Positive sentiment
A Throwback postLife in Mumbai and the taste of street foods in Mumbai Im missing now Hope our lives gets back to normal soon Time to fight corona strongly#stayhome #staystrong #staysafe #throwbacksunday ,Neutral sentiment
I donated a Little amount Do you willing to donate #covid19 #corona #fightcovid19#pmo #narendramodi #india #gujarat #gujaratiSuratGujarat,Neutral sentiment
NO JOKE FOLLOW THIS TASK NEVERYTING GOV SEASALTWATAMINERALVEGETABLESSUNLIGHT A IT A KILL CORONA KNOWLEDGE YU C PREE MHMM #blacksabbathMore knowledge ,Positive sentiment
25 year old PRUTHA saying Go Corona and asking everyone to Stay Home #GoCorona#stayhomestaysafeThane ,Negative sentiment
When one does have anything else thanks to Corona Virus but to sit at home and put the throwbacks of your past rides is what you can do best Thanks to the social media platforms instagram facebookapp twitter ,Positive sentiment
#apple #sahebmondalniwash #Corona effectsUSA ,Neutral sentiment
Arrange your clothes books etc while you are home This will help you enhance your productivity to maximum #healthylifestyle #healthyfood #homedecor #hustle #doctor #corona #covid19 #covd19 #coronavirusitalianews #coronaindia #foodie #socialdistancing ,Positive sentiment
Day 6 of 21 days Lockdown JournalCorona is giving me ample time to experiment with a lot of stuff in a wayYesterday I experimented with a live podcast Yes I was nervous but felt really good when people ,Positive sentiment
My boys Taking in fresh air and some sun Vitamin D to fight against #CoronaVirus #Corona #SelfQuarantine daysAparna Cyber Commune ,Negative sentiment
Ghatkopar East MLA and Builder Mr Parag Shah has taken up a strong fight against Corona and sanitising almost all of GhatkoparPeople from other districts also planning to request parag shah for assistanceNew ,Positive sentiment
 LOCKDOWN EVENINGS #lockdowndiariesBeauty of Junagadh#junagadh #corona #lockdown #sunset #covid19 #indialockdown #coronaindia #junagadhnews #gujaratLikeShare amp Comment to motivate ,Neutral sentiment
inshallah i dont get corona ,Neutral sentiment
Staying home locked down leading us to thisCollab withto create these posters Bollywood in the times of CoronaFollow ghungralekhayal for more fun content#Bollywood #Quarantine #JustForFun ,Positive sentiment
Wonderful performance by Parul institute of ayurved Students smitthesubstantialsinger #rockstar and fantastic lyrics by mihir1601 #kaviraj I request u all come together and fight against corona be safe #stayhome ,Negative sentiment
Hearfelt dedication to #Police Department for putting their #Life on line to save us during #Corona #Pandemicindia Pay your tribute to people whore giving their #Life to save us by being responsible amp ,Neutral sentiment
Locked down Lockdown in the times of Corona#lockdown #lockdown2020 #21daylockdown #corona #coronavirus #work #writing #writingcommunity #inspiration #motivation #mondaymotivation #teaaddict #tea #blacktea ,Positive sentiment
Awesome #sunset #clouds #coronaGoregaon ,Positive sentiment
Please be quarantine be safe at home#corona #coronatime #covd19 #memes #quarantine #lockdown#instagram #kanpurinfluencers#haqsekanpuriya #kanpur#lucknow #bff #trending#alonerider #friends ,Positive sentiment
Dont worry be happy A tribute to Bobby McFerrin #dontworrybehappy #bobbymcferrin #tribute #quarantine #quarantinelife #reggae #corona #positivity #staysafe #selfisolation #Musicproducer #artistlife #keepcreating ,Neutral sentiment
More updates about the sanitation operations by garudaagni from our very own D Hope these sanitization operations cut across more geographical boundaries and successfully combat Corona very ,Neutral sentiment
Come on guys lets watch this#corona #quarantine #mukkala #streetdance #prabhudeva #bored #stayhome #staysafe #staystrong #shraddhakapoor #varundhawanBoisarthanemaharashtra ,Neutral sentiment
Supporting a local businesslove this shirt #quarantine #corona #quarantinechampsBloomington Indiana ,Positive sentiment
Spending time in #quarantine is easy when you love photography #COVID19 #CORONA #homequarantine #peacockfeathers #peacock#maibhisadakchap#iamkanda ,Neutral sentiment
From the archivesShot this Long Exposure way back in November 2019 and forgot to post it Now sitting at home due to quarantine I remembered about it And yeah here it is Corona has made a huge ,Positive sentiment
Value of life amp criterion for valuationDawn #corona #lockdown #coronacrisis #essentialservices #selfisolation #quarantine #likes #like #follow #likeforlikes#instagram #l #instagood #likeforlike #followme ,Positive sentiment
Satvik Dinners due to the Fear of Corona For few its Blessing in disguise who have some BAD HABITS like meIt has made Me God Fearing Creature AGAINParel Village Mumbai ,Neutral sentiment
Hey guys how are you doing Miss you all Lets meet up sometime after this coronaJunior Kuppanna ,Neutral sentiment
Its been so long was planning a bunch of stuff but as yall know Cardi Bs voice Corona virus lolThrowback 2 yrs ago#freestyle #Afrobeat #lazy #lol #messingaround #stayhome #afro #babi #coupedecale ,Negative sentiment
Fuck Coronalmk if yall want this to drop #coronamemesFight Against Corona ,Neutral sentiment
 This looks like just a normal day None worried about Lockdown none worried about Corona ,Negative sentiment
Tisiyauri once againCorona and home confinements both are on Dont know this lock down period So by utilising time and thinking upon situations today once again I had made tisiauri from flaxseeds masoor ,Positive sentiment
Are you lying too#selflove #selfcare #selfcaretips #coronaIndia ,Positive sentiment
Go CoronaShot on Realme 3 amp edited in PicsArt Snapseed amp Adobe Lightroom CC#corona #eye #stayhome #besafe #covd19 #virus #realme #picsart #picsartedit #snapseed #snapseededit #lightroom #adobe ,Positive sentiment
New beginnings time to explore the untouched #danceroutine #mudras #handgestures #classicalform #classicalmusic #classical #classicaldancer #classicaldance #manipuri #manipur #guru #peaceofmind #help #corona ,Neutral sentiment
SYMPTOMS OF CORONA VIRUS#STAYHOMESTAYSAFE#FortiusInfocomFightingAgainstCOVID191 Fever2 Muscle Pain3 Headache4 Cough5 Dyspnoea#BulkSMS #FacebookPromotion ,Negative sentiment
Dont break the isolation Stay home stay safe#corona #quarantine #isolation #stayhomestaysafeKota Rajasthan ,Neutral sentiment
green grapes#stayathome #StayAtHome #stayhealthy #corona #kerala #foods #greengrapes #grapes #grapefruit #grapes #grapeslover #foodblogger #foodbloggerindia #like4likes #likeforlikes #likeforlike ,Positive sentiment
The strongest of the DEVI avtaar she breathes fire thru her nostrils may be DEVI MA can save INDIA from corona jai mata kiRainbow Hospital ,Positive sentiment
New beginnings time to explore the untouched #danceroutine #mudras #handgestures #classicalform #classicalmusic #classical #classicaldancer #classicaldance #manipuri #manipur #guru #peaceofmind #help #corona ,Positive sentiment
#stayhome #staysafe All wanna go out but corona Baljeet Nagar ,Positive sentiment
Spraying of disinfectants by MCG to contain the Corona virus in Gurgaon#corona #Gurgaon #ClimberExplorerDelhiGurgaonNCR ,Positive sentiment
